# Wiki drops with text rarity — exact rate needs data collection
# Any non-numeric rarity (Common, Rare, Random, Varies, etc.)
# wikiPage	item	section	subsection	rarity

Alchemical_Hydra	Dragon knife	Main	Pre-roll	1/{{#expr:2000/(1999/2000) round 1}}
Crystalline_Spider	Weapon frame	Main	Materials	Common
Crystalline_Unicorn	Raw paddlefish	Main	Materials	Common
Crystalline_Unicorn	Teleport crystal (The Gauntlet)	Main	Other	Uncommon
Crystalline_Unicorn	Weapon frame	Main	Materials	Common
Crystalline_Wolf	Raw paddlefish	Main	Materials	Common
Crystalline_Wolf	Teleport crystal (The Gauntlet)	Main	Other	Uncommon
Crystalline_Wolf	Weapon frame	Main	Materials	Common
Death_wing	Clue scroll (beginner)	Tertiary	Tertiary	Rare
Demonic_gorilla	Grimy cadantine	Main	Herbs	1/{{#expr:1/(32*{{#var:herbbase}}) round 1}}
Demonic_gorilla	Grimy dwarf weed	Main	Herbs	1/{{#expr:1/(32*{{#var:herbbase}}) round 1}}
Demonic_gorilla	Grimy kwuarm	Main	Herbs	1/{{#expr:1/(40*{{#var:herbbase}}) round 1}}
Demonic_gorilla	Grimy lantadyme	Main	Herbs	1/{{#expr:1/(24*{{#var:herbbase}}) round 1}}
Dire_gryphon	Clue scroll (hard)	Tertiary	Tertiary	Unknown
Drake	Grimy avantoe	Main	Herbs	1/{{#expr:1/(5*{{#var:herbbase}}) round 1}}
Drake	Grimy cadantine	Main	Herbs	1/{{#expr:1/(4*{{#var:herbbase}}) round 1}}
Drake	Grimy dwarf weed	Main	Herbs	1/{{#expr:1/(4*{{#var:herbbase}}) round 1}}
Drake	Grimy kwuarm	Main	Herbs	1/{{#expr:1/(5*{{#var:herbbase}}) round 1}}
Drake	Grimy lantadyme	Main	Herbs	1/{{#expr:1/(3*{{#var:herbbase}}) round 1}}
Drake	Grimy ranarr weed	Main	Herbs	1/{{#expr:1/(4*{{#var:herbbase}}) round 1}}
Drake	Grimy snapdragon	Main	Herbs	1/{{#expr:1/(4*{{#var:herbbase}}) round 1}}
Drake	Grimy torstol	Main	Herbs	1/{{#expr:1/(3*{{#var:herbbase}}) round 1}}
Dust_devil	Dragon chainbody	Main	Weapons and armour	1/{{#expr:126*256}}
Dust_devil	Dragon chainbody	Main	Weapons and armour	1/{{#expr:128*256}}
Dust_devil	Nothing	Main	Other	255/{{#expr:126*256}}
Dust_devil	Nothing	Main	Other	255/{{#expr:128*256}}
Elder_aquanite	Clue scroll (hard)	Tertiary	Tertiary	Unknown
Elite_Black_Knight	Clue scroll (hard)	Tertiary	Tertiary	Rare
Elite_Black_Knight	Elite black full helm	Main	Unique	Varies
Elite_Black_Knight	Elite black platebody	Main	Unique	Varies
Elite_Black_Knight	Elite black platelegs	Main	Unique	Varies
Elite_Dark_Mage	Clue scroll (hard)	Tertiary	Tertiary	Rare
Elite_Dark_Ranger	Clue scroll (hard)	Tertiary	Tertiary	Rare
Elite_Dark_Warrior	Clue scroll (hard)	Tertiary	Tertiary	Rare
Ent	Logs	Main	Other	Varies
Ent	Magic logs	Main	Other	Varies
Ent	Maple logs	Main	Other	Varies
Ent	Oak logs	Main	Other	Varies
Ent	Willow logs	Main	Other	Varies
Ent	Yew logs	Main	Other	Varies
Flawed_Golem	Clue scroll (beginner)	Tertiary	Tertiary	Rare
Fox	Copper's crimson collar	Main	-	Common
Frost_Nagua	Clue scroll (hard)	Tertiary	Tertiary	Rare
Frost_dragon	Clue scroll (hard)	Tertiary	Tertiary	Rare
Giant_lobster_(Ghosts_Ahoy)	Clue scroll (beginner)	Tertiary	Tertiary	Rare
Grimy_Lizard	Clue scroll (medium)	Tertiary	Tertiary	Rare
Guardian_Drake	Grimy avantoe	Main	Herbs	1/{{#expr:1/(5*{{#var:herbbase}}) round 1}}
Guardian_Drake	Grimy cadantine	Main	Herbs	1/{{#expr:1/(4*{{#var:herbbase}}) round 1}}
Guardian_Drake	Grimy dwarf weed	Main	Herbs	1/{{#expr:1/(4*{{#var:herbbase}}) round 1}}
Guardian_Drake	Grimy kwuarm	Main	Herbs	1/{{#expr:1/(5*{{#var:herbbase}}) round 1}}
Guardian_Drake	Grimy lantadyme	Main	Herbs	1/{{#expr:1/(3*{{#var:herbbase}}) round 1}}
Guardian_Drake	Grimy ranarr weed	Main	Herbs	1/{{#expr:1/(4*{{#var:herbbase}}) round 1}}
Guardian_Drake	Grimy snapdragon	Main	Herbs	1/{{#expr:1/(4*{{#var:herbbase}}) round 1}}
Guardian_Drake	Grimy torstol	Main	Herbs	1/{{#expr:1/(3*{{#var:herbbase}}) round 1}}
Guardian_of_Armadyl	Armadyl pendant	Main	Other	Common
Hermit_crab	Clue scroll (easy)	Tertiary	Tertiary	Unknown
Hydra	Diamond bolt tips	Main	Bolt tips	1/{{#expr:1/(10*{{#var:bolttipbase}}) round 1}}
Hydra	Dragonstone bolt tips	Main	Bolt tips	1/{{#expr:1/(7*{{#var:bolttipbase}}) round 1}}
Hydra	Emerald bolt tips	Main	Bolt tips	1/{{#expr:1/(9*{{#var:bolttipbase}}) round 1}}
Hydra	Grimy avantoe	Main	Herbs	1/{{#expr:1/(5*{{#var:uht}}) round 2}}
Hydra	Grimy ranarr weed	Main	Herbs	1/{{#expr:1/(4*{{#var:uht}}) round 2}}
Hydra	Grimy snapdragon	Main	Herbs	1/{{#expr:1/(3*{{#var:uht}}) round 2}}
Hydra	Grimy torstol	Main	Herbs	1/{{#expr:1/(3*{{#var:uht}}) round 2}}
Hydra	Onyx bolt tips	Main	Bolt tips	1/{{#expr:1/(3*{{#var:bolttipbase}}) round 1}}
Hydra	Ruby bolt tips	Main	Bolt tips	1/{{#expr:1/(9*{{#var:bolttipbase}}) round 1}}
Hydra	Sapphire bolt tips	Main	Bolt tips	1/{{#expr:1/(2*{{#var:bolttipbase}}) round 1}}
Ice_giant	Frozen tear	Tertiary	Tertiary	<ref group=d name=tapo>Only dropped in the [[Ruins of Tapoyauik]].</ref>
Ice_spider	Frozen tear	Tertiary	Tertiary	<ref name=row group=d>Only dropped in Ruins of Tapoyauik.</ref>
Ice_warrior	Frozen tear	Tertiary	Tertiary	<ref name=row group=d>Only dropped in Ruins of Tapoyauik</ref>
Jaguar	Clue scroll (medium)	Tertiary	Tertiary	Rare
Jaguar_cub	Clue scroll (easy)	Tertiary	Tertiary	Rare
Jungle_spider_(Ape_Atoll)	Clue scroll (beginner)	Tertiary	Tertiary	Rare
Kalphite_Queen	Kq head (tattered)	Tertiary	Tertiary	Once
Lava_Strykewyrm	Diamond bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 25/92) round 1}}
Lava_Strykewyrm	Dragonstone bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 15/92) round 1}}
Lava_Strykewyrm	Emerald bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 20/92) round 1}}
Lava_Strykewyrm	Onyx bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 7/92) round 1}}
Lava_Strykewyrm	Ruby bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 20/92) round 1}}
Lava_Strykewyrm	Sapphire bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 5/92) round 1}}
Lizardman_shaman	Grimy cadantine	Main	Herbs	1/{{#expr:1/(4*{{#var:uht}}) round 2}}
Lizardman_shaman	Grimy dwarf weed	Main	Herbs	1/{{#expr:1/(4*{{#var:uht}}) round 2}}
Lizardman_shaman	Grimy kwuarm	Main	Herbs	1/{{#expr:1/(5*{{#var:uht}}) round 2}}
Lizardman_shaman	Grimy lantadyme	Main	Herbs	1/{{#expr:1/(3*{{#var:uht}}) round 2}}
Long-tailed_Wyvern	Celastrus seed	Main	Seeds	1/{{#expr:1/(2*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Dragonfruit tree seed	Main	Seeds	1/{{#expr:1/(3*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Grimy cadantine	Main	Herbs	1/{{#expr:1/(32*{{#var:herbbase}}) round 1}}
Long-tailed_Wyvern	Grimy dwarf weed	Main	Herbs	1/{{#expr:1/(32*{{#var:herbbase}}) round 1}}
Long-tailed_Wyvern	Grimy kwuarm	Main	Herbs	1/{{#expr:1/(40*{{#var:herbbase}}) round 1}}
Long-tailed_Wyvern	Grimy lantadyme	Main	Herbs	1/{{#expr:1/(24*{{#var:herbbase}}) round 1}}
Long-tailed_Wyvern	Magic seed	Main	Seeds	1/{{#expr:1/(6*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Mahogany seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}} + (1/123 * 1/3)) round 1}}
Long-tailed_Wyvern	Maple seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Palm tree seed	Main	Seeds	1/{{#expr:1/(5*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Papaya tree seed	Main	Seeds	1/{{#expr:1/(7*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Ranarr seed	Main	Seeds	1/{{#expr:1/(15*{{#var:seedbase}} + 2/123) round 1}}
Long-tailed_Wyvern	Redwood tree seed	Main	Seeds	1/{{#expr:1/(2*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Snapdragon seed	Main	Seeds	1/{{#expr:1/(14*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Spirit seed	Main	Seeds	1/{{#expr:1/(4*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Teak seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}} + (1/123 * 2/3)) round 1}}
Long-tailed_Wyvern	Torstol seed	Main	Seeds	1/{{#expr:1/(11*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Watermelon seed	Main	Seeds	1/{{#expr:1/(10*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Willow seed	Main	Seeds	1/{{#expr:1/(10*{{#var:seedbase}}) round 1}}
Long-tailed_Wyvern	Yew seed	Main	Seeds	1/{{#expr:1/(9*{{#var:seedbase}} + 1/123) round 1}}
Magma_strykewyrm	Clue scroll (hard)	Tertiary	Tertiary	Unknown
Magma_strykewyrm	Diamond bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 25/92) round 1}}
Magma_strykewyrm	Dragonstone bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 15/92) round 1}}
Magma_strykewyrm	Emerald bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 20/92) round 1}}
Magma_strykewyrm	Onyx bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 7/92) round 1}}
Magma_strykewyrm	Ruby bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 20/92) round 1}}
Magma_strykewyrm	Sapphire bolt tips	Main	Bolt tips	1/{{#expr:1/(5/128 * 5/92) round 1}}
Manta_ray_(monster)	Avantoe seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*103) round 1}}
Manta_ray_(monster)	Belladonna seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*143) round 1}}
Manta_ray_(monster)	Cactus seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*96) round 1}}
Manta_ray_(monster)	Cadantine seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*32) round 1}}
Manta_ray_(monster)	Celastrus seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*4) round 1}}
Manta_ray_(monster)	Dragonfruit tree seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*6) round 1}}
Manta_ray_(monster)	Dwarf weed seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*14) round 1}}
Manta_ray_(monster)	Grimy avantoe	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*6 + {{#var:usefulHdt}}*5) round 1}}
Manta_ray_(monster)	Grimy cadantine	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*4) round 1}}
Manta_ray_(monster)	Grimy dwarf weed	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*3) round 1}}
Manta_ray_(monster)	Grimy guam leaf	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*32) round 1}}
Manta_ray_(monster)	Grimy harralander	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*14) round 1}}
Manta_ray_(monster)	Grimy irit leaf	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*8) round 1}}
Manta_ray_(monster)	Grimy kwuarm	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*5) round 1}}
Manta_ray_(monster)	Grimy lantadyme	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*3) round 1}}
Manta_ray_(monster)	Grimy marrentill	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*24) round 1}}
Manta_ray_(monster)	Grimy ranarr weed	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*11 + {{#var:usefulHdt}}*4) round 1}}
Manta_ray_(monster)	Grimy snapdragon	Main	Unnoted herbs	1/{{#expr:1/({{#var:usefulHdt}}*4) round 1}}
Manta_ray_(monster)	Grimy tarromin	Main	Unnoted herbs	1/{{#expr:1/({{#var:hdt}}*18) round 1}}
Manta_ray_(monster)	Grimy torstol	Main	Unnoted herbs	1/{{#expr:1/({{#var:usefulHdt}}*3) round 1}}
Manta_ray_(monster)	Irit seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*148) round 1}}
Manta_ray_(monster)	Kwuarm seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*69) round 1}}
Manta_ray_(monster)	Lantadyme seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*23) round 1}}
Manta_ray_(monster)	Magic seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*11) round 1}}
Manta_ray_(monster)	Mahogany seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*18) round 1}}
Manta_ray_(monster)	Maple seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*18) round 1}}
Manta_ray_(monster)	Palm tree seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*10) round 1}}
Manta_ray_(monster)	Papaya tree seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*14) round 1}}
Manta_ray_(monster)	Poison ivy seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*101) round 1}}
Manta_ray_(monster)	Potato cactus seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*70) round 1}}
Manta_ray_(monster)	Ranarr seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*30) round 1}}
Manta_ray_(monster)	Redwood tree seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*4) round 1}}
Manta_ray_(monster)	Snapdragon seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*46 + {{#var:treeseed}}*28) round 1}}
Manta_ray_(monster)	Snape grass seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*20) round 1}}
Manta_ray_(monster)	Spirit seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*8) round 1}}
Manta_ray_(monster)	Teak seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*18) round 1}}
Manta_ray_(monster)	Toadflax seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*216) round 1}}
Manta_ray_(monster)	Torstol seed	Main	Seeds	1/{{#expr:1/({{#var:rareseed}}*9 + {{#var:treeseed}}*22) round 1}}
Manta_ray_(monster)	Watermelon seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*21) round 1}}
Manta_ray_(monster)	Willow seed	Main	Seeds	1/{{#expr:1/({{#var:treeseed}}*20) round 1}}
